"GeneID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Gene.stable.ID.version"	"Gene.name"	"Gene.type"	"Gene.end..bp."	"Gene.description"	"Gene.start..bp."	"Transcript.stable.ID"	"Transcript.stable.ID.version"
"ENSMUSG00000026304"	7.05570397763694	-5.77711469653012	1.34454759431479	-4.29669780449406	1.73361274537446e-05	0.000101532520552361	"ENSMUSG00000026304.14"	"Rab17"	"protein_coding"	90897383	"RAB17, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:104640]"	90885855	"ENSMUST00000027529"	"ENSMUST00000027529.12"
"ENSMUSG00000025402"	149.097851415728	0.702124420972858	0.163421077827631	4.29641286366637	1.73584155258578e-05	0.000101634498095781	"ENSMUSG00000025402.13"	"Nab2"	"protein_coding"	127504437	"Ngfi-A binding protein 2 [Source:MGI Symbol;Acc:MGI:107563]"	127496787	"ENSMUST00000026469"	"ENSMUST00000026469.9"
"ENSMUSG00000139037"	46.7395179473107	-1.23366593318169	0.28716955895719	-4.29594953469843	1.73947154245379e-05	0.000101818435357784	"ENSMUSG00000139037.1"	"Gm74108"	"lncRNA"	68924499	"predicted gene, 74108 [Source:MGI Symbol;Acc:MGI:7830958]"	68909749	"ENSMUST00000350848"	"ENSMUST00000350848.1"
"ENSMUSG00000109954"	27.4535021190853	-1.57243989771186	0.366098931148588	-4.29512288598749	1.74596596340202e-05	0.000102169889222773	"ENSMUSG00000109954.2"	"Gm45371"	"lncRNA"	27470029	"predicted gene 45371 [Source:MGI Symbol;Acc:MGI:5791207]"	27467419	"ENSMUST00000210723"	"ENSMUST00000210723.2"
"ENSMUSG00000033557"	567.302744998216	0.367511010166233	0.0855859041019299	4.2940600326958	1.75435003869775e-05	0.000102631692973943	"ENSMUSG00000033557.18"	"Fam20b"	"protein_coding"	156546656	"FAM20B, glycosaminoglycan xylosylkinase [Source:MGI Symbol;Acc:MGI:2443990]"	156506102	"ENSMUST00000122424"	"ENSMUST00000122424.8"
"ENSMUSG00000019210"	962.917453408324	0.307817719241112	0.0716916805940252	4.2936323530232	1.75773450385165e-05	0.000102800836134354	"ENSMUSG00000019210.11"	"Atp6v1e1"	"protein_coding"	120799754	"ATPase, H+ transporting, lysosomal V1 subunit E1 [Source:MGI Symbol;Acc:MGI:894326]"	120771266	"ENSMUST00000203527"	"ENSMUST00000203527.2"
"ENSMUSG00000135532"	203.711207257002	-0.628766589058406	0.146451909122553	-4.29333146167623	1.76011935015878e-05	0.00010291143824603	"ENSMUSG00000135532.1"	"Gm65472"	"lncRNA"	87755649	"predicted gene, 65472 [Source:MGI Symbol;Acc:MGI:7813832]"	87754031	"ENSMUST00000330649"	"ENSMUST00000330649.1"
"ENSMUSG00000129693"	14.9065494258166	-2.32444355502877	0.541498307271947	-4.2926146283619	1.76581335455498e-05	0.000103215405390757	"ENSMUSG00000129693.1"	"Gm62034"	"lncRNA"	104817830	"predicted gene, 62034 [Source:MGI Symbol;Acc:MGI:7807054]"	104765357	"ENSMUST00000295154"	"ENSMUST00000295154.1"
"ENSMUSG00000015711"	128.381293425898	-0.765083578676632	0.178239347938265	-4.29245050280157	1.76711951605893e-05	0.000103262795606203	"ENSMUSG00000015711.9"	"Prune1"	"protein_coding"	95189387	"prune exopolyphosphatase [Source:MGI Symbol;Acc:MGI:1925152]"	95160985	"ENSMUST00000015855"	"ENSMUST00000015855.8"
"ENSMUSG00000021559"	116.675555878474	-0.744279879949695	0.173427163769228	-4.29159921533443	1.77390910590881e-05	0.000103630497207296	"ENSMUSG00000021559.15"	"Dapk1"	"protein_coding"	60911005	"death associated protein kinase 1 [Source:MGI Symbol;Acc:MGI:1916885]"	60749761	"ENSMUST00000226059"	"ENSMUST00000226059.2"
"ENSMUSG00000029752"	485.632307111611	0.426440302297758	0.0993939633225937	4.29040444753874	1.78348011499516e-05	0.000104160435743791	"ENSMUSG00000029752.13"	"Asns"	"protein_coding"	7693254	"asparagine synthetase [Source:MGI Symbol;Acc:MGI:1350929]"	7675169	"ENSMUST00000115542"	"ENSMUST00000115542.8"
"ENSMUSG00000037395"	63.0735213577784	-1.05635290826216	0.246260957590514	-4.28956712666842	1.79021700011439e-05	0.000104524602662141	"ENSMUSG00000037395.17"	"Rcor3"	"protein_coding"	191822359	"REST corepressor 3 [Source:MGI Symbol;Acc:MGI:2441920]"	191782846	"ENSMUST00000110849"	"ENSMUST00000110849.10"
"ENSMUSG00000018925"	5.73626118239068	6.95689479452928	1.62194735255986	4.28922355805782	1.79298828078368e-05	0.000104657092480132	"ENSMUSG00000018925.4"	"Heatr9"	"protein_coding"	83413001	"HEAT repeat containing 9 [Source:MGI Symbol;Acc:MGI:3650286]"	83402562	"ENSMUST00000019069"	"ENSMUST00000019069.4"
"ENSMUSG00000034300"	241.630924063136	-0.540081627048067	0.125939068051711	-4.28843595083861	1.79935668208138e-05	0.000104999414001412	"ENSMUSG00000034300.18"	"Fam53c"	"protein_coding"	34906813	"family with sequence similarity 53, member C [Source:MGI Symbol;Acc:MGI:1913556]"	34891959	"ENSMUST00000049281"	"ENSMUST00000049281.12"
"ENSMUSG00000052934"	57.3086847070161	-1.11742464193653	0.260666059881955	-4.2868052804518	1.81261045124316e-05	0.000105743219271515	"ENSMUSG00000052934.15"	"Fbxo31"	"protein_coding"	122305545	"F-box protein 31 [Source:MGI Symbol;Acc:MGI:1354708]"	122276179	"ENSMUST00000059018"	"ENSMUST00000059018.14"
"ENSMUSG00000015120"	654.707030237963	0.36174642756995	0.0844096284633307	4.28560620577901	1.82241557881235e-05	0.000106285479364198	"ENSMUSG00000015120.17"	"Ube2i"	"protein_coding"	25493856	"ubiquitin-conjugating enzyme E2I [Source:MGI Symbol;Acc:MGI:107365]"	25479482	"ENSMUST00000173084"	"ENSMUST00000173084.9"
"ENSMUSG00000017776"	727.319410612064	-0.324459776570219	0.0757233865264899	-4.28480277300746	1.8290136941579e-05	0.000106640451583293	"ENSMUSG00000017776.16"	"Crk"	"protein_coding"	75597734	"v-crk avian sarcoma virus CT10 oncogene homolog [Source:MGI Symbol;Acc:MGI:88508]"	75570085	"ENSMUST00000017920"	"ENSMUST00000017920.14"
"ENSMUSG00000024143"	1029.60767103762	-0.316821413049067	0.0739572064112177	-4.28384776038555	1.83688624832492e-05	0.000107069510514778	"ENSMUSG00000024143.16"	"Rhoq"	"protein_coding"	87307497	"ras homolog family member Q [Source:MGI Symbol;Acc:MGI:1931553]"	87270510	"ENSMUST00000024956"	"ENSMUST00000024956.15"
"ENSMUSG00000022141"	278.673970748941	-0.560483496397905	0.130881751580964	-4.28236549119828	1.84916915585778e-05	0.00010775533096086	"ENSMUSG00000022141.8"	"Nipbl"	"protein_coding"	8473947	"NIPBL cohesin loading factor [Source:MGI Symbol;Acc:MGI:1913976]"	8320101	"ENSMUST00000052965"	"ENSMUST00000052965.8"
"ENSMUSG00000020776"	142.3836013591	-0.689588909766582	0.161039608973869	-4.28210745269805	1.85131538642755e-05	0.000107850245709044	"ENSMUSG00000020776.19"	"Fbf1"	"protein_coding"	116058992	"Fas binding factor 1 [Source:MGI Symbol;Acc:MGI:1922033]"	116033111	"ENSMUST00000126861"	"ENSMUST00000126861.8"
"ENSMUSG00000021116"	654.50471242585	0.378051090886704	0.0882964460416406	4.28161163710276	1.85544598572043e-05	0.000108060676519577	"ENSMUSG00000021116.11"	"Eif2s1"	"protein_coding"	78933784	"eukaryotic translation initiation factor 2, subunit 1 alpha [Source:MGI Symbol;Acc:MGI:95299]"	78908593	"ENSMUST00000071230"	"ENSMUST00000071230.8"
"ENSMUSG00000036097"	137.972731107349	-0.747763661305217	0.174663088237671	-4.28117737325075	1.85907101301692e-05	0.000108241553618226	"ENSMUSG00000036097.10"	"Slf2"	"protein_coding"	44972225	"SMC5-SMC6 complex localization factor 2 [Source:MGI Symbol;Acc:MGI:1924968]"	44919558	"ENSMUST00000096053"	"ENSMUST00000096053.6"
"ENSMUSG00000142325"	75.7909239167772	-0.922313632345168	0.215456577996223	-4.28074018868589	1.86272723504054e-05	0.000108424145454301	"ENSMUSG00000142325.1"	"Gm70232"	"lncRNA"	15266869	"predicted gene, 70232 [Source:MGI Symbol;Acc:MGI:7823269]"	15255451	"ENSMUST00000370369"	"ENSMUST00000370369.1"
"ENSMUSG00000015568"	129.150680043306	0.88047650595065	0.205693856921072	4.28051921010215	1.86457790802364e-05	0.00010847763862104	"ENSMUSG00000015568.17"	"Lpl"	"protein_coding"	69360100	"lipoprotein lipase [Source:MGI Symbol;Acc:MGI:96820]"	69333143	"ENSMUST00000015712"	"ENSMUST00000015712.15"
"ENSMUSG00000042428"	56.4843659870542	-1.07724859883029	0.251663834575957	-4.28050617859099	1.86468710026476e-05	0.00010847763862104	"ENSMUSG00000042428.7"	"Mgat3"	"protein_coding"	80099720	"mannoside acetylglucosaminyltransferase 3 [Source:MGI Symbol;Acc:MGI:104532]"	80057922	"ENSMUST00000044970"	"ENSMUST00000044970.7"
"ENSMUSG00000022272"	172.201629452171	-0.612764337169806	0.143188823212717	-4.27941457595124	1.87385539662307e-05	0.000108980585622799	"ENSMUSG00000022272.18"	"Myo10"	"protein_coding"	25813759	"myosin X [Source:MGI Symbol;Acc:MGI:107716]"	25622611	"ENSMUST00000110457"	"ENSMUST00000110457.8"
"ENSMUSG00000058446"	257.546210336682	-0.553977199178467	0.129484392481979	-4.27833184030707	1.88299162668517e-05	0.000109481387633544	"ENSMUSG00000058446.15"	"Znrf2"	"protein_coding"	54870485	"zinc and ring finger 2 [Source:MGI Symbol;Acc:MGI:1196246]"	54793901	"ENSMUST00000079869"	"ENSMUST00000079869.13"
"ENSMUSG00000020444"	153.459823991993	0.68964764126059	0.16124249185574	4.2770837471155	1.89357580411688e-05	0.000110066073789772	"ENSMUSG00000020444.21"	"Guk1"	"protein_coding"	59083069	"guanylate kinase 1 [Source:MGI Symbol;Acc:MGI:95871]"	59074701	"ENSMUST00000170895"	"ENSMUST00000170895.4"
"ENSMUSG00000020978"	253.382352671946	-0.556046108241562	0.130023522459635	-4.27650395653742	1.89851184325699e-05	0.000110322221524529	"ENSMUSG00000020978.11"	"Klhdc2"	"protein_coding"	69357461	"kelch domain containing 2 [Source:MGI Symbol;Acc:MGI:1916804]"	69343455	"ENSMUST00000151571"	"ENSMUST00000151571.2"
"ENSMUSG00000026918"	201.240682621041	-0.608110594822749	0.142221870530327	-4.27578819316032	1.90462238973449e-05	0.000110584816411214	"ENSMUSG00000026918.17"	"Brd3"	"protein_coding"	27397674	"bromodomain containing 3 [Source:MGI Symbol;Acc:MGI:1914632]"	27335591	"ENSMUST00000028282"	"ENSMUST00000028282.15"
"ENSMUSG00000037712"	1788.41249887939	0.247123058414607	0.0577955327059351	4.27581591248538	1.90438539869296e-05	0.000110584816411214	"ENSMUSG00000037712.18"	"Fermt2"	"protein_coding"	45767575	"fermitin family member 2 [Source:MGI Symbol;Acc:MGI:2385001]"	45696252	"ENSMUST00000045905"	"ENSMUST00000045905.15"
"ENSMUSG00000067653"	21.0065369988684	-1.80132001014853	0.42128121255816	-4.2758137710683	1.90440370609801e-05	0.000110584816411214	"ENSMUSG00000067653.13"	"Ankrd23"	"protein_coding"	36575964	"ankyrin repeat domain 23 [Source:MGI Symbol;Acc:MGI:1925571]"	36569269	"ENSMUST00000193083"	"ENSMUST00000193083.6"
"ENSMUSG00000141276"	330.740564019727	0.501679626811109	0.117336640782124	4.27555811609309	1.90659055689947e-05	0.00011066826390424	"ENSMUSG00000141276.1"	"Gm71046"	"lncRNA"	45370690	"predicted gene, 71046 [Source:MGI Symbol;Acc:MGI:7824873]"	45353557	"ENSMUST00000364310"	"ENSMUST00000364310.1"
"ENSMUSG00000040661"	118.517442860122	-0.746643601813274	0.174655347273287	-4.27495415095987	1.91176632659806e-05	0.000110907285725005	"ENSMUSG00000040661.7"	"Rad54l2"	"protein_coding"	106666393	"RAD54 like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1933196]"	106565281	"ENSMUST00000046502"	"ENSMUST00000046502.7"
"ENSMUSG00000053040"	13.7573897051362	-2.54283284179037	0.594821180726093	-4.27495342160876	1.91177258496422e-05	0.000110907285725005	"ENSMUSG00000053040.14"	"Aph1c"	"protein_coding"	66742008	"aph1 homolog C, gamma secretase subunit [Source:MGI Symbol;Acc:MGI:1915568]"	66722276	"ENSMUST00000169282"	"ENSMUST00000169282.8"
"ENSMUSG00000026319"	117.995785324122	-0.779265601492724	0.182359685850821	-4.273233954407	1.92658124710055e-05	0.000111735279673244	"ENSMUSG00000026319.14"	"Relch"	"protein_coding"	105682916	"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing [Source:MGI Symbol;Acc:MGI:1922832]"	105591586	"ENSMUST00000189091"	"ENSMUST00000189091.7"
"ENSMUSG00000068749"	299.778016584256	0.508621078746342	0.119030177278813	4.27304310868129	1.92823159776215e-05	0.000111799887131444	"ENSMUSG00000068749.10"	"Psma5"	"protein_coding"	108187290	"proteasome subunit alpha 5 [Source:MGI Symbol;Acc:MGI:1347009]"	108164242	"ENSMUST00000090569"	"ENSMUST00000090569.10"
"ENSMUSG00000034462"	500.294384341493	0.426993783103881	0.0999435919285714	4.27234778002625	1.93425589372315e-05	0.000112117991793007	"ENSMUSG00000034462.10"	"Pkd2"	"protein_coding"	104653685	"polycystin 2, transient receptor potential cation channel [Source:MGI Symbol;Acc:MGI:1099818]"	104607316	"ENSMUST00000086831"	"ENSMUST00000086831.4"
"ENSMUSG00000109128"	85.0366590049361	0.934831155353688	0.218845339841562	4.27165209928839	1.94030117663601e-05	0.000112437135740342	"ENSMUSG00000109128.3"	"Gm45022"	"lncRNA"	152506879	"predicted gene 45022 [Source:MGI Symbol;Acc:MGI:5753598]"	152504144	"ENSMUST00000208332"	"ENSMUST00000208332.3"
"ENSMUSG00000047953"	5.55059002208236	6.91201783113017	1.61861061064113	4.27034012114398	1.95175092204006e-05	0.000113069194605344	"ENSMUSG00000047953.8"	"Gp5"	"protein_coding"	30129597	"glycoprotein 5 platelet [Source:MGI Symbol;Acc:MGI:1096363]"	30126503	"ENSMUST00000061190"	"ENSMUST00000061190.8"
"ENSMUSG00000042121"	124.078083407315	-0.734678031108895	0.172075748074086	-4.2695036304162	1.95908460880641e-05	0.000113430998849891	"ENSMUSG00000042121.17"	"Ssh1"	"protein_coding"	114131955	"slingshot protein phosphatase 1 [Source:MGI Symbol;Acc:MGI:2686240]"	114075155	"ENSMUST00000159592"	"ENSMUST00000159592.8"
"ENSMUSG00000042557"	186.133111775286	-0.628450452159403	0.147193343495814	-4.26955755765731	1.95861102725974e-05	0.000113430998849891	"ENSMUSG00000042557.15"	"Sin3a"	"protein_coding"	57035650	"transcriptional regulator, SIN3A (yeast) [Source:MGI Symbol;Acc:MGI:107157]"	56979324	"ENSMUST00000169879"	"ENSMUST00000169879.8"
"ENSMUSG00000074698"	363.143166739837	-0.464403219211278	0.108814840651814	-4.26782979628004	1.9738383287821e-05	0.000114253502152552	"ENSMUSG00000074698.11"	"Csnk2a1"	"protein_coding"	152123772	"casein kinase 2, alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:88543]"	152068759	"ENSMUST00000099224"	"ENSMUST00000099224.10"
"ENSMUSG00000041439"	201.34965295766	-0.673144168999562	0.157756557036423	-4.26698060381823	1.98136378648238e-05	0.00011465726475691	"ENSMUSG00000041439.16"	"Mfsd6"	"protein_coding"	52766621	"major facilitator superfamily domain containing 6 [Source:MGI Symbol;Acc:MGI:1922925]"	52695445	"ENSMUST00000156876"	"ENSMUST00000156876.8"
"ENSMUSG00000089875"	112.037640096793	0.827997060496456	0.194154572117517	4.26462818498702	2.00235362836084e-05	0.000115839741963789	"ENSMUSG00000089875.5"	"Etohd2"	"lncRNA"	59923221	"ethanol decreased 2 [Source:MGI Symbol;Acc:MGI:1261417]"	59917306	"ENSMUST00000225619"	"ENSMUST00000225619.3"
"ENSMUSG00000043003"	12.6160144183747	-2.43466660055516	0.570939033959854	-4.2643197534929	2.00512130868643e-05	0.000115967670805383	"ENSMUSG00000043003.15"	"Rasef"	"protein_coding"	73709231	"RAS and EF hand domain containing [Source:MGI Symbol;Acc:MGI:2448565]"	73632816	"ENSMUST00000058292"	"ENSMUST00000058292.13"
"ENSMUSG00000066150"	478.139300206678	0.405998888168994	0.0952234390952266	4.26364445588845	2.0111937514385e-05	0.000116286609029082	"ENSMUSG00000066150.13"	"Slc31a1"	"protein_coding"	62310006	"solute carrier family 31, member 1 [Source:MGI Symbol;Acc:MGI:1333843]"	62278964	"ENSMUST00000084526"	"ENSMUST00000084526.12"
"ENSMUSG00000036912"	10.6338887286746	3.12446134654918	0.732865022023744	4.26335171232656	2.01383161134907e-05	0.000116406838898946	"ENSMUSG00000036912.19"	"Piwil4"	"protein_coding"	14652036	"piwi-like RNA-mediated gene silencing 4 [Source:MGI Symbol;Acc:MGI:3041167]"	14607526	"ENSMUST00000136399"	"ENSMUST00000136399.8"
"ENSMUSG00000060438"	70.9096701165071	1.04184950814188	0.244384558082514	4.26315605337923	2.01559649559438e-05	0.000116476554904822	"ENSMUSG00000060438.6"	"Rps10-ps1"	"processed_pseudogene"	95530083	"ribosomal protein S10, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3644167]"	95529589	"ENSMUST00000074353"	"ENSMUST00000074353.6"
"ENSMUSG00000030647"	239.666662067527	0.551864126379455	0.129460419345461	4.2628019372224	2.01879444230788e-05	0.00011662902260384	"ENSMUSG00000030647.9"	"Ndufc2"	"protein_coding"	97057009	"NADH:ubiquinone oxidoreductase subunit C2 [Source:MGI Symbol;Acc:MGI:1344370]"	97049210	"ENSMUST00000032882"	"ENSMUST00000032882.9"
"ENSMUSG00000030042"	112.843079433785	0.833640675213043	0.19559313432761	4.26211624492264	2.02500052197232e-05	0.000116955142366282	"ENSMUSG00000030042.16"	"Pole4"	"protein_coding"	82682346	"polymerase (DNA-directed), epsilon 4 (p12 subunit) [Source:MGI Symbol;Acc:MGI:1914229]"	82595973	"ENSMUST00000161309"	"ENSMUST00000161309.8"
"ENSMUSG00000027770"	329.54194324909	-0.49458320230783	0.116072434053569	-4.26098760089388	2.03525525712445e-05	0.000117514849250698	"ENSMUSG00000027770.6"	"Dhx36"	"protein_coding"	62414425	"DEAH-box helicase 36 [Source:MGI Symbol;Acc:MGI:1919412]"	62375434	"ENSMUST00000029336"	"ENSMUST00000029336.6"
"ENSMUSG00000061046"	56.8974100758122	-1.16809956366599	0.274167352407788	-4.26053486459101	2.03938264892322e-05	0.000117720553680852	"ENSMUSG00000061046.10"	"Haghl"	"protein_coding"	26004647	"hydroxyacylglutathione hydrolase-like [Source:MGI Symbol;Acc:MGI:1919877]"	25998817	"ENSMUST00000140738"	"ENSMUST00000140738.8"
"ENSMUSG00000039153"	109.331461534096	0.879650175092465	0.206508029892894	4.259641504249	2.04755040120119e-05	0.000118159303883272	"ENSMUSG00000039153.18"	"Runx2"	"protein_coding"	45125684	"runt related transcription factor 2 [Source:MGI Symbol;Acc:MGI:99829]"	44806874	"ENSMUST00000162816"	"ENSMUST00000162816.8"
"ENSMUSG00000008200"	106.871628569055	0.88005364143278	0.206630452145257	4.25907039497798	2.0527882091096e-05	0.000118428777831941	"ENSMUSG00000008200.16"	"Fnbp4"	"protein_coding"	90611365	"formin binding protein 4 [Source:MGI Symbol;Acc:MGI:1860513]"	90575714	"ENSMUST00000238890"	"ENSMUST00000238890.2"
"ENSMUSG00000117428"	74.7693067603581	1.01643532703258	0.238665423495183	4.2588294196419	2.05500208838872e-05	0.000118523695435458	"ENSMUSG00000117428.2"	"Gm4833"	"processed_pseudogene"	8051992	"predicted gene 4833 [Source:MGI Symbol;Acc:MGI:3646586]"	8051203	"ENSMUST00000235002"	"ENSMUST00000235002.2"
"ENSMUSG00000027597"	145.660699122774	0.715864860249779	0.168155711646394	4.2571545934469	2.07045191137843e-05	0.000119381741744874	"ENSMUSG00000027597.16"	"Ahcy"	"protein_coding"	154916417	"S-adenosylhomocysteine hydrolase [Source:MGI Symbol;Acc:MGI:87968]"	154901230	"ENSMUST00000054607"	"ENSMUST00000054607.16"
"ENSMUSG00000028479"	234.503387446149	-0.569084646744603	0.133721547237263	-4.25574380869878	2.08355177395378e-05	0.000120103852810544	"ENSMUSG00000028479.19"	"Gne"	"protein_coding"	44084177	"glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:MGI Symbol;Acc:MGI:1354951]"	44034075	"ENSMUST00000030201"	"ENSMUST00000030201.14"
"ENSMUSG00000029207"	205.647496235194	0.577108892144109	0.13568166168325	4.25340377604877	2.10545434039394e-05	0.000121332845648801	"ENSMUSG00000029207.18"	"Apbb2"	"protein_coding"	66776127	"amyloid beta precursor protein binding family B member 2 [Source:MGI Symbol;Acc:MGI:108405]"	66456046	"ENSMUST00000162955"	"ENSMUST00000162955.8"
"ENSMUSG00000042810"	46.3121507063785	-1.21311469706804	0.285238201218038	-4.25298817580442	2.1093671856592e-05	0.000121524736367828	"ENSMUSG00000042810.15"	"Krba1"	"protein_coding"	48396715	"KRAB-A domain containing 1 [Source:MGI Symbol;Acc:MGI:1925077]"	48372520	"ENSMUST00000114571"	"ENSMUST00000114571.8"
"ENSMUSG00000036052"	72.6412225210813	-0.986425994254421	0.231945260493386	-4.25283962326339	2.11076747549112e-05	0.000121571807845087	"ENSMUSG00000036052.15"	"Dnajb5"	"protein_coding"	42959425	"DnaJ heat shock protein family (Hsp40) member B5 [Source:MGI Symbol;Acc:MGI:1930018]"	42949814	"ENSMUST00000037872"	"ENSMUST00000037872.10"
"ENSMUSG00000029687"	66.2282661627548	-1.12488934960138	0.264527408999044	-4.25244912751346	2.11445259860917e-05	0.000121750414269087	"ENSMUSG00000029687.17"	"Ezh2"	"protein_coding"	47572275	"enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:107940]"	47507073	"ENSMUST00000204243"	"ENSMUST00000204243.3"
"ENSMUSG00000038415"	13.558971635459	-2.35563748162951	0.554050021098386	-4.25166932934961	2.12182991947916e-05	0.000122141460485014	"ENSMUSG00000038415.11"	"Foxq1"	"protein_coding"	31744959	"forkhead box Q1 [Source:MGI Symbol;Acc:MGI:1298228]"	31740117	"ENSMUST00000042118"	"ENSMUST00000042118.11"
"ENSMUSG00000021114"	456.247415728611	0.418270659802346	0.0983989990678642	4.25076132648333	2.1304510055668e-05	0.000122603867366191	"ENSMUSG00000021114.10"	"Atp6v1d"	"protein_coding"	78908412	"ATPase, H+ transporting, lysosomal V1 subunit D [Source:MGI Symbol;Acc:MGI:1921084]"	78887499	"ENSMUST00000021536"	"ENSMUST00000021536.9"
"ENSMUSG00000036661"	56.5140759053072	-1.08570975662698	0.255456596678103	-4.25007524074655	2.13698719261865e-05	0.000122946069674146	"ENSMUSG00000036661.15"	"Dennd3"	"protein_coding"	73444091	"DENN domain containing 3 [Source:MGI Symbol;Acc:MGI:2146009]"	73384409	"ENSMUST00000043414"	"ENSMUST00000043414.12"
"ENSMUSG00000002997"	21.1976369057168	1.99084109692386	0.468444910300981	4.24989375088891	2.13871939650554e-05	0.0001230117745606	"ENSMUSG00000002997.16"	"Prkar2b"	"protein_coding"	32111295	"protein kinase, cAMP dependent regulatory, type II beta [Source:MGI Symbol;Acc:MGI:97760]"	32008475	"ENSMUST00000003079"	"ENSMUST00000003079.12"
"ENSMUSG00000063894"	98.2756244931376	-0.93475559783901	0.220060752738299	-4.24771607934397	2.15960838357736e-05	0.00012417897144079	"ENSMUSG00000063894.16"	"Zkscan8"	"protein_coding"	21715290	"zinc finger with KRAB and SCAN domains 8 [Source:MGI Symbol;Acc:MGI:1913815]"	21697392	"ENSMUST00000045228"	"ENSMUST00000045228.12"
"ENSMUSG00000041143"	69.2851967764117	1.04713307648004	0.246565050464207	4.24688362973019	2.16764472549431e-05	0.000124606692383352	"ENSMUSG00000041143.17"	"Tmco4"	"protein_coding"	138786482	"transmembrane and coiled-coil domains 4 [Source:MGI Symbol;Acc:MGI:1924306]"	138700199	"ENSMUST00000123636"	"ENSMUST00000123636.8"
"ENSMUSG00000074918"	81.6780290141345	-0.904340509552751	0.212969783114574	-4.24633249058732	2.17298099249933e-05	0.000124879006913857	"ENSMUSG00000074918.5"	"Inafm2"	"protein_coding"	118579291	"InaF motif containing 2 [Source:MGI Symbol;Acc:MGI:1915354]"	118576239	"ENSMUST00000149978"	"ENSMUST00000149978.2"
"ENSMUSG00000002985"	80.7638875002268	0.96948152663726	0.228424924544015	4.24420202205409	2.19372655185842e-05	0.000126036483591337	"ENSMUSG00000002985.17"	"Apoe"	"protein_coding"	19433113	"apolipoprotein E [Source:MGI Symbol;Acc:MGI:88057]"	19430034	"ENSMUST00000174064"	"ENSMUST00000174064.9"
"ENSMUSG00000054676"	235.119260111466	-0.565010292919228	0.133162066823339	-4.24302736055309	2.20524537264657e-05	0.000126663363316189	"ENSMUSG00000054676.18"	"1600014C10Rik"	"protein_coding"	37896992	"RIKEN cDNA 1600014C10 gene [Source:MGI Symbol;Acc:MGI:1919494]"	37882642	"ENSMUST00000178207"	"ENSMUST00000178207.10"
"ENSMUSG00000049907"	83.3520166182132	-0.938794635368863	0.221264247213399	-4.2428663789656	2.20682844862608e-05	0.000126719372405405	"ENSMUSG00000049907.9"	"Rasl11b"	"protein_coding"	74360142	"RAS-like, family 11, member B [Source:MGI Symbol;Acc:MGI:1916189]"	74355947	"ENSMUST00000051937"	"ENSMUST00000051937.9"
"ENSMUSG00000137224"	185.863057727261	0.677338783674277	0.159665914176839	4.2422253188247	2.2131433034125e-05	0.000127046981592757	"ENSMUSG00000137224.1"	"Gm59252"	"lncRNA"	10175582	"predicted gene, 59252 [Source:MGI Symbol;Acc:MGI:7801577]"	10172465	"ENSMUST00000340485"	"ENSMUST00000340485.1"
"ENSMUSG00000020894"	147.694499156416	0.703846030776633	0.165930647845603	4.24180848996355	2.21725855915251e-05	0.000127248175679997	"ENSMUSG00000020894.18"	"Vamp2"	"protein_coding"	68983210	"vesicle-associated membrane protein 2 [Source:MGI Symbol;Acc:MGI:1313277]"	68979316	"ENSMUST00000249656"	"ENSMUST00000249656.1"
"ENSMUSG00000095567"	303.248404488798	0.479708131553462	0.113143469358658	4.23982165539591	2.23697441876538e-05	0.000128344329162525	"ENSMUSG00000095567.9"	"Noc2l"	"protein_coding"	156332073	"NOC2 like nucleolar associated transcriptional repressor [Source:MGI Symbol;Acc:MGI:1931051]"	156320376	"ENSMUST00000179886"	"ENSMUST00000179886.3"
"ENSMUSG00000045954"	136.534468818237	-0.707093947194949	0.166786851359745	-4.23950654041551	2.24011667365964e-05	0.000128489245860654	"ENSMUSG00000045954.8"	"Cavin2"	"protein_coding"	51342119	"caveolae associated 2 [Source:MGI Symbol;Acc:MGI:99513]"	51328285	"ENSMUST00000051572"	"ENSMUST00000051572.8"
"ENSMUSG00000130220"	28.2807922947784	1.59146559416541	0.375463392777571	4.23867046635947	2.24847418629169e-05	0.000128933138759461	"ENSMUSG00000130220.1"	"Gm64018"	"lncRNA"	54530914	"predicted gene, 64018 [Source:MGI Symbol;Acc:MGI:7810948]"	54529208	"ENSMUST00000298649"	"ENSMUST00000298649.1"
"ENSMUSG00000029759"	292.30419836583	0.517330382202282	0.122059139967599	4.238358408388	2.25160115965704e-05	0.000129076937766478	"ENSMUSG00000029759.10"	"Pon3"	"protein_coding"	5256286	"paraoxonase 3 [Source:MGI Symbol;Acc:MGI:106686]"	5220852	"ENSMUST00000129344"	"ENSMUST00000129344.8"
