Gene stable ID	Chromosome/scaffold name	Transcript count	Gene % GC content	Strand
ENSMUSG00000113266	12	1	46.30	1
ENSMUSG00000094182	9	2	32.08	-1
ENSMUSG00000097958	17	1	51.87	-1
ENSMUSG00000113896	12	1	41.68	1
ENSMUSG00000117015	17	1	41.02	-1
ENSMUSG00000077700	12	1	48.03	1
ENSMUSG00000111684	9	1	51.35	1
ENSMUSG00000101935	17	1	47.89	-1
ENSMUSG00000113384	12	1	36.53	-1
ENSMUSG00000072968	17	1	48.37	1
ENSMUSG00000117143	17	1	38.95	1
ENSMUSG00000077269	12	1	44.70	1
ENSMUSG00000113277	12	1	43.20	1
ENSMUSG00002075940	9	1	50.00	1
ENSMUSG00000046173	17	1	45.55	-1
ENSMUSG00000048501	9	1	36.72	-1
ENSMUSG00000113874	12	1	40.26	-1
ENSMUSG00000047446	12	5	41.25	-1
ENSMUSG00000111781	9	1	41.07	-1
ENSMUSG00000117290	17	1	42.63	-1
ENSMUSG00000088332	5	1	51.43	1
ENSMUSG00000117206	17	1	49.89	1
ENSMUSG00000054099	5	8	38.21	1
ENSMUSG00000054469	17	6	41.30	1
ENSMUSG00000110897	9	1	35.59	1
ENSMUSG00000111018	9	1	40.64	-1
ENSMUSG00000077607	4	1	46.56	-1
ENSMUSG00000049708	9	2	35.00	1
ENSMUSG00000081391	4	1	47.69	-1
ENSMUSG00000083385	4	1	40.75	1
ENSMUSG00000087540	4	1	46.15	1
ENSMUSG00002076931	4	1	46.85	1
ENSMUSG00000087608	4	1	37.43	-1
ENSMUSG00002075489	4	1	41.82	-1
ENSMUSG00000110736	9	1	34.80	1
ENSMUSG00000110318	8	1	55.39	1
ENSMUSG00000039410	4	13	51.48	-1
ENSMUSG00000083509	8	1	49.18	1
ENSMUSG00000094970	9	5	35.69	1
ENSMUSG00000102982	1	1	46.45	-1
ENSMUSG00000021099	12	1	45.13	1
ENSMUSG00000067813	1	1	39.69	1
ENSMUSG00002075828	8	1	55.96	1
ENSMUSG00000109760	8	1	40.04	1
ENSMUSG00000110043	8	1	49.17	1
ENSMUSG00000074444	8	1	43.16	1
ENSMUSG00000077368	1	1	45.04	-1
ENSMUSG00000074443	8	1	43.78	1
ENSMUSG00000097711	1	1	53.46	-1
ENSMUSG00000097010	12	3	43.06	1
ENSMUSG00000102166	1	1	44.15	-1
ENSMUSG00002075174	1	1	46.43	1
ENSMUSG00000104209	1	1	40.97	-1
ENSMUSG00000110875	9	1	60.67	-1
ENSMUSG00000096555	9	3	34.39	1
ENSMUSG00000119310	8	1	38.10	-1
ENSMUSG00000074442	8	1	42.95	1
ENSMUSG00000102197	12	1	37.99	1
ENSMUSG00000026219	1	18	37.92	-1
ENSMUSG00000051367	12	4	50.04	-1
ENSMUSG00000079116	8	1	41.88	1
ENSMUSG00000096109	9	2	35.85	-1
ENSMUSG00000094321	8	1	38.97	1
ENSMUSG00000082957	8	1	36.74	1
ENSMUSG00000074441	8	1	44.71	1
ENSMUSG00000106475	3	1	40.49	1
ENSMUSG00000104571	3	1	37.94	1
ENSMUSG00000105586	3	1	37.18	1
ENSMUSG00000094180	8	1	44.98	1
ENSMUSG00000042557	9	9	42.97	1
ENSMUSG00000105774	3	1	44.13	1
ENSMUSG00000074440	8	1	44.27	1
ENSMUSG00000034460	12	2	45.42	-1
ENSMUSG00000104906	3	1	32.10	1
ENSMUSG00000105378	3	1	38.99	1
ENSMUSG00000105553	3	1	39.47	1
ENSMUSG00000097966	3	1	48.65	1
ENSMUSG00000104864	3	1	44.59	1
ENSMUSG00000025762	3	14	40.56	1
ENSMUSG00000074439	8	1	41.30	1
ENSMUSG00000003316	8	4	41.82	-1
ENSMUSG00000002565	12	2	40.33	-1
ENSMUSG00000081492	17	1	48.39	-1
ENSMUSG00000088224	17	1	53.33	1
ENSMUSG00000062078	17	6	36.53	-1
ENSMUSG00000036218	15	4	41.12	1
ENSMUSG00000025195	19	6	47.04	-1
ENSMUSG00000005232	2	4	41.62	1
ENSMUSG00000040570	5	2	38.30	-1
ENSMUSG00000055691	X	1	39.09	-1
ENSMUSG00000081100	X	1	50.41	-1
ENSMUSG00000081896	X	1	52.89	1
ENSMUSG00000084103	X	1	36.81	-1
ENSMUSG00000080710	X	1	40.32	-1
ENSMUSG00000084394	X	1	48.43	-1
ENSMUSG00000083821	X	1	45.79	-1
ENSMUSG00000119893	X	1	38.32	1
ENSMUSG00000067860	X	4	45.61	1
ENSMUSG00000116242	15	1	53.61	1
ENSMUSG00000115921	15	1	50.94	1
ENSMUSG00000116124	15	2	44.41	-1
ENSMUSG00000097989	15	1	54.78	1
ENSMUSG00002076809	15	1	53.85	1
ENSMUSG00000086819	2	1	40.50	1
ENSMUSG00000013611	15	4	45.95	-1
ENSMUSG00000083592	2	1	42.54	1
ENSMUSG00000083269	2	1	47.25	-1
ENSMUSG00002075086	2	1	38.49	-1
ENSMUSG00000027068	2	1	40.99	1
ENSMUSG00000105740	5	1	37.07	-1
ENSMUSG00000041505	5	3	50.43	1
ENSMUSG00000028175	3	3	34.69	1
ENSMUSG00000081837	X	1	47.84	-1
ENSMUSG00000082130	16	1	51.21	1
ENSMUSG00000084044	X	1	44.56	1
ENSMUSG00000083658	16	1	50.98	-1
ENSMUSG00000098721	18	1	54.81	1
ENSMUSG00000119633	X	1	40.19	-1
ENSMUSG00000105028	16	1	36.73	-1
ENSMUSG00000024513	18	5	42.62	1
ENSMUSG00000084305	X	1	45.08	-1
ENSMUSG00000081373	X	1	45.69	-1
ENSMUSG00000060811	16	1	38.77	1
ENSMUSG00000083982	X	1	49.72	-1
ENSMUSG00000105906	16	1	49.78	-1
ENSMUSG00000083843	X	1	45.89	-1
ENSMUSG00002075721	X	1	66.36	1
ENSMUSG00000106668	16	1	55.26	-1
ENSMUSG00000031402	X	10	39.57	-1
ENSMUSG00000084374	2	1	45.34	1
ENSMUSG00000082953	2	1	44.16	-1
ENSMUSG00000105547	16	1	47.35	-1
ENSMUSG00002076673	2	1	53.25	-1
ENSMUSG00000083423	2	1	49.53	-1
ENSMUSG00000081202	2	1	44.09	1
ENSMUSG00000106405	16	1	42.11	-1
ENSMUSG00000104276	2	1	39.51	-1
ENSMUSG00000040584	5	4	39.91	1
ENSMUSG00000105231	16	1	47.37	-1
ENSMUSG00000076934	16	1	47.73	-1
ENSMUSG00000027070	2	4	42.52	-1
ENSMUSG00000106444	16	1	39.14	-1
ENSMUSG00000021103	12	3	39.15	1
ENSMUSG00000098547	11	1	57.50	-1
ENSMUSG00000099259	11	1	56.06	-1
ENSMUSG00000106039	16	1	51.91	-1
ENSMUSG00000020841	11	3	41.11	-1
ENSMUSG00000105066	16	1	50.00	-1
ENSMUSG00000076937	16	2	44.22	-1
ENSMUSG00000104975	16	1	50.00	-1
ENSMUSG00000054594	7	4	47.39	-1
ENSMUSG00000105128	16	1	37.32	1
ENSMUSG00000076939	16	1	45.25	-1
ENSMUSG00000037196	17	2	42.45	-1
ENSMUSG00000099221	6	1	41.44	1
ENSMUSG00000088627	6	1	36.79	1
ENSMUSG00000089069	6	1	48.53	1
ENSMUSG00000107545	6	1	48.17	-1
ENSMUSG00000107435	6	1	42.97	1
ENSMUSG00000107616	6	1	49.28	1
ENSMUSG00000105160	16	1	30.38	1
ENSMUSG00000107781	6	1	46.12	-1
ENSMUSG00000076940	16	2	48.37	-1
ENSMUSG00000029828	6	1	41.71	-1
ENSMUSG00000117810	18	1	44.99	-1
ENSMUSG00000118309	18	1	41.36	-1
ENSMUSG00000117735	18	1	44.48	1
ENSMUSG00000117932	18	1	42.51	1
ENSMUSG00000050742	16	2	36.91	-1
ENSMUSG00000118271	18	1	65.97	-1
ENSMUSG00000099797	17	1	55.91	1
ENSMUSG00000060534	18	3	37.06	-1
ENSMUSG00000100402	17	1	40.14	-1
ENSMUSG00000103324	17	1	37.04	1
ENSMUSG00000089036	16	1	38.89	1
ENSMUSG00002075049	16	1	57.27	1
ENSMUSG00000104527	17	1	38.19	-1
ENSMUSG00000050158	16	3	38.70	-1
ENSMUSG00000099618	17	1	50.00	-1
ENSMUSG00000104466	17	1	43.43	-1
ENSMUSG00000023827	17	6	47.10	1
ENSMUSG00000077172	16	1	50.00	1
ENSMUSG00000056822	16	3	35.45	1
ENSMUSG00000119928	12	1	50.00	-1
ENSMUSG00000034442	12	3	40.01	-1
ENSMUSG00000045341	16	3	35.49	-1
ENSMUSG00000109429	7	1	35.85	1
ENSMUSG00000061361	16	2	36.47	-1
ENSMUSG00000109498	7	1	37.43	1
ENSMUSG00000109005	7	1	38.51	1
ENSMUSG00000109279	7	1	37.78	1
ENSMUSG00000107447	6	1	45.70	1
ENSMUSG00000107418	6	1	50.78	1
ENSMUSG00000035674	7	6	48.19	1
ENSMUSG00002075717	15	1	57.14	1
ENSMUSG00000068535	16	4	35.72	-1
ENSMUSG00000036197	15	3	44.09	-1
ENSMUSG00000108135	6	1	44.40	-1
ENSMUSG00000029552	6	5	42.59	1
ENSMUSG00000021198	12	9	42.82	1
ENSMUSG00000052504	16	6	36.09	-1
ENSMUSG00000079091	5	1	50.38	1
ENSMUSG00000105392	5	1	37.62	1
ENSMUSG00000104535	5	1	44.38	-1
ENSMUSG00000028970	5	9	41.37	1
ENSMUSG00000074437	8	1	43.21	-1
ENSMUSG00000007279	7	5	46.18	-1
ENSMUSG00000119513	8	1	34.78	-1
ENSMUSG00000063911	17	1	47.39	1
ENSMUSG00000084377	8	1	36.24	1
ENSMUSG00002075523	8	1	43.90	1
ENSMUSG00000082918	8	1	49.71	1
ENSMUSG00000024066	17	14	44.56	-1
ENSMUSG00000020839	11	4	43.27	1
ENSMUSG00000088490	19	1	42.06	-1
ENSMUSG00000096295	8	1	44.55	1
ENSMUSG00002075235	19	1	45.30	1
ENSMUSG00000025196	19	2	47.87	-1
ENSMUSG00000094362	8	1	44.65	1
ENSMUSG00000094662	8	1	41.39	1
ENSMUSG00000083106	8	1	47.08	1
ENSMUSG00000079114	8	1	42.65	-1
ENSMUSG00000119166	8	1	38.04	-1
ENSMUSG00000081321	8	1	36.33	1
ENSMUSG00000049940	3	2	43.64	-1
ENSMUSG00000095925	8	1	50.29	1
ENSMUSG00000033596	8	2	42.92	-1
ENSMUSG00000054312	3	4	47.76	-1
ENSMUSG00000025197	19	2	44.49	-1
ENSMUSG00000107821	6	1	50.83	-1
ENSMUSG00000022283	15	10	42.97	-1
ENSMUSG00000108016	6	1	44.52	-1
ENSMUSG00000107740	6	1	48.18	-1
ENSMUSG00000029831	6	1	41.06	-1
ENSMUSG00000117831	18	1	50.26	-1
ENSMUSG00002074977	18	1	10.38	-1
ENSMUSG00000118316	18	1	40.51	-1
ENSMUSG00000028174	3	3	37.87	1
ENSMUSG00002075795	18	1	52.03	-1
ENSMUSG00000037253	18	1	40.69	1
ENSMUSG00000083416	X	1	60.87	1
ENSMUSG00000020776	11	12	52.93	-1
ENSMUSG00000064527	18	1	42.06	1
ENSMUSG00000080254	X	1	53.64	1
ENSMUSG00002076644	18	1	62.73	1
ENSMUSG00000107672	6	1	49.56	-1
ENSMUSG00000024515	18	6	42.23	-1
ENSMUSG00000073094	X	3	42.82	-1
ENSMUSG00000107993	6	1	41.30	-1
ENSMUSG00000107488	6	1	46.27	1
ENSMUSG00000000058	6	3	39.77	1
ENSMUSG00000021214	13	2	37.21	-1
ENSMUSG00000025198	19	9	40.75	-1
ENSMUSG00000082244	X	1	59.78	1
ENSMUSG00000031137	X	9	37.94	-1
ENSMUSG00000095066	8	1	44.59	1
ENSMUSG00000108153	6	1	48.32	1
ENSMUSG00000045100	6	7	43.70	1
ENSMUSG00000105870	5	1	38.87	1
ENSMUSG00000094818	8	1	44.55	1
ENSMUSG00000029228	5	9	44.71	-1
ENSMUSG00000075934	8	1	37.74	-1
ENSMUSG00000065956	8	1	41.18	1
ENSMUSG00000074434	8	1	42.26	1
ENSMUSG00000084041	8	1	47.60	1
ENSMUSG00000079113	8	1	42.50	-1
ENSMUSG00001118671	8	1	38.04	-1
ENSMUSG00000082323	8	1	37.41	1
ENSMUSG00000060070	8	1	44.68	1
ENSMUSG00000084366	8	1	45.03	1
ENSMUSG00000060208	8	1	44.04	1
ENSMUSG00000022634	15	2	42.85	-1
ENSMUSG00000063206	8	1	40.71	1
ENSMUSG00002075757	X	1	59.00	-1
ENSMUSG00000012519	8	4	44.72	-1
ENSMUSG00000031273	X	3	39.68	-1
ENSMUSG00000118185	18	1	41.24	1
ENSMUSG00000113744	13	1	40.66	1
ENSMUSG00000112986	13	1	43.30	-1
ENSMUSG00000118321	18	1	55.57	1
ENSMUSG00000021696	13	2	42.13	1
ENSMUSG00000036941	18	1	45.61	-1
ENSMUSG00000024556	18	4	44.41	-1
ENSMUSG00000038550	3	6	48.52	-1
ENSMUSG00000103505	1	1	32.46	-1
ENSMUSG00000115037	15	1	45.43	1
ENSMUSG00000104503	1	1	38.44	-1
ENSMUSG00000030617	7	4	43.13	-1
ENSMUSG00000073633	1	4	45.33	1
ENSMUSG00000088454	15	1	43.27	1
ENSMUSG00000007655	6	10	42.10	1
ENSMUSG00000115537	15	1	47.56	-1
ENSMUSG00000025199	19	8	39.91	-1
ENSMUSG00000115103	15	1	50.31	1
ENSMUSG00000022635	15	8	43.76	-1
ENSMUSG00000114519	13	1	48.93	-1
ENSMUSG00000114507	13	1	47.54	-1
ENSMUSG00000114607	13	1	51.07	-1
ENSMUSG00000077601	13	1	41.98	-1
ENSMUSG00000114838	13	1	40.94	1
ENSMUSG00000021213	13	3	36.73	1
ENSMUSG00000026220	1	2	45.67	-1
ENSMUSG00000008575	4	12	41.74	-1
ENSMUSG00000118590	1	1	47.08	1
ENSMUSG00000099693	1	1	46.51	-1
ENSMUSG00000100101	6	1	38.82	1
ENSMUSG00000119734	6	1	44.86	1
ENSMUSG00000030029	6	7	46.98	-1
ENSMUSG00000088992	16	1	33.67	-1
ENSMUSG00000116722	16	1	44.21	-1
ENSMUSG00000026104	1	12	45.89	1
ENSMUSG00000062245	16	3	36.40	-1
ENSMUSG00000024561	18	7	47.85	1
ENSMUSG00000058618	8	1	42.95	-1
ENSMUSG00000119464	8	1	38.04	-1
ENSMUSG00000081668	8	1	38.12	1
ENSMUSG00000068167	16	2	38.24	-1
ENSMUSG00000110484	8	1	50.51	1
ENSMUSG00000038543	3	5	45.39	-1
ENSMUSG00000060480	16	2	35.54	-1
ENSMUSG00000096340	8	1	50.29	1
ENSMUSG00000064213	8	1	43.25	1
ENSMUSG00000116790	16	1	40.14	1
ENSMUSG00000041247	16	1	38.08	-1
ENSMUSG00000114337	13	1	37.40	1
ENSMUSG00000071551	13	3	38.03	1
ENSMUSG00000084254	8	1	40.92	1
ENSMUSG00000044748	8	1	40.15	1
ENSMUSG00000082698	8	1	46.79	-1
ENSMUSG00000058568	8	1	38.28	1
ENSMUSG00000063145	2	8	43.59	1
ENSMUSG00000033579	8	4	48.43	-1
ENSMUSG00000097945	16	1	52.32	1
ENSMUSG00000022285	15	9	43.88	-1
ENSMUSG00000050783	16	1	39.70	-1
ENSMUSG00000117182	17	1	41.54	-1
ENSMUSG00000088060	17	1	44.76	1
ENSMUSG00000089178	16	1	44.62	-1
ENSMUSG00000038541	17	1	43.65	-1
ENSMUSG00000116833	16	1	43.05	-1
ENSMUSG00000082223	X	1	54.63	1
ENSMUSG00000094254	9	2	31.82	1
ENSMUSG00000031196	X	4	39.51	-1
ENSMUSG00000116687	16	1	44.19	1
ENSMUSG00000086265	13	1	59.45	1
ENSMUSG00002075473	16	1	58.18	1
ENSMUSG00000022686	16	7	40.30	1
ENSMUSG00000025875	13	9	56.31	1
ENSMUSG00000095774	9	3	36.03	1
ENSMUSG00000015750	3	4	53.54	1
ENSMUSG00000111541	9	1	48.48	1
ENSMUSG00000093934	9	2	36.06	1
ENSMUSG00000094449	9	3	34.61	1
ENSMUSG00000117195	17	1	50.00	-1
ENSMUSG00000117031	17	1	48.30	-1
ENSMUSG00000006335	7	7	48.44	-1
ENSMUSG00000117113	17	1	39.34	-1
ENSMUSG00000014426	17	9	47.58	-1
ENSMUSG00000031870	9	4	39.55	1
ENSMUSG00000077477	8	1	50.76	1
ENSMUSG00000006570	8	1	42.59	1
ENSMUSG00000044743	8	1	41.02	1
ENSMUSG00000047390	8	1	41.87	-1
ENSMUSG00000028173	3	7	37.15	1
ENSMUSG00000045337	8	1	44.65	-1
ENSMUSG00000110616	8	1	41.80	1
ENSMUSG00000048500	8	1	42.00	-1
ENSMUSG00000116980	16	1	50.16	-1
ENSMUSG00000075330	16	2	42.59	-1
ENSMUSG00000110681	8	1	41.35	1
ENSMUSG00000058052	8	1	42.18	1
ENSMUSG00000044222	8	1	45.14	1
ENSMUSG00000078117	9	1	40.05	1
ENSMUSG00000050730	9	4	40.80	-1
ENSMUSG00000116712	16	1	41.23	1
ENSMUSG00000079112	8	1	47.71	1
ENSMUSG00002075497	16	1	55.88	-1
ENSMUSG00000004843	16	2	40.07	-1
ENSMUSG00002076555	7	1	48.67	1
ENSMUSG00000030598	7	5	48.09	1
ENSMUSG00000098531	6	1	51.92	-1
ENSMUSG00000017049	8	2	43.87	1
ENSMUSG00000107716	6	1	44.38	1
ENSMUSG00000097943	6	1	50.61	1
ENSMUSG00002074946	15	1	54.05	-1
ENSMUSG00000062397	15	5	43.25	-1
ENSMUSG00002075533	6	1	67.12	1
ENSMUSG00002075637	6	1	46.15	-1
ENSMUSG00000107940	6	1	48.62	-1
ENSMUSG00000043008	16	4	41.33	-1
ENSMUSG00000001930	6	11	48.13	1
ENSMUSG00000109636	8	1	40.80	1
ENSMUSG00000006567	8	2	47.04	-1
ENSMUSG00000105120	11	1	55.91	-1
ENSMUSG00002074894	11	1	55.56	-1
ENSMUSG00000020840	11	9	43.33	1
ENSMUSG00000075307	2	1	42.46	1
ENSMUSG00000035901	7	8	43.99	-1
ENSMUSG00002075557	12	1	52.47	1
ENSMUSG00000116578	16	1	40.60	-1
ENSMUSG00000055917	12	5	41.19	-1
ENSMUSG00000116622	16	1	52.33	1
ENSMUSG00000091243	16	3	38.23	1
ENSMUSG00000036167	15	7	42.40	1
ENSMUSG00000025780	2	1	44.01	1
ENSMUSG00000085253	9	2	43.19	1
ENSMUSG00000116631	16	1	46.43	1
ENSMUSG00000116671	16	1	51.86	1
ENSMUSG00002074945	16	1	42.49	1
ENSMUSG00000088076	9	1	35.48	1
ENSMUSG00000119593	16	1	40.19	1
ENSMUSG00000111317	9	1	39.40	1
ENSMUSG00000062901	16	5	40.76	1
ENSMUSG00000111284	9	1	37.15	1
ENSMUSG00000025602	9	3	43.48	1
ENSMUSG00000086097	13	1	52.34	-1
ENSMUSG00000021211	13	1	37.19	-1
ENSMUSG00000027086	2	4	42.55	-1
ENSMUSG00000083736	X	1	44.64	1
ENSMUSG00000081633	X	1	44.32	-1
ENSMUSG00000031198	X	3	37.05	1
ENSMUSG00000035394	18	5	43.62	1
ENSMUSG00000109753	8	1	43.77	1
ENSMUSG00000109963	8	1	35.75	1
ENSMUSG00000090003	8	1	42.11	1
ENSMUSG00000110227	8	1	40.40	-1
ENSMUSG00000109791	8	1	32.52	-1
ENSMUSG00000085254	8	1	49.79	-1
ENSMUSG00000049946	8	2	50.59	1
ENSMUSG00000021697	13	6	43.71	1
ENSMUSG00000105990	3	1	40.78	1
ENSMUSG00000039488	9	5	37.79	-1
ENSMUSG00000075903	3	1	42.06	-1
ENSMUSG00000090110	X	3	36.62	-1
ENSMUSG00000064115	16	6	35.53	-1
ENSMUSG00000038526	3	4	50.42	-1
ENSMUSG00000109746	8	1	47.11	-1
ENSMUSG00000110401	8	1	52.34	1
ENSMUSG00002075281	8	1	36.11	1
ENSMUSG00000063362	8	4	41.78	1
ENSMUSG00000082625	X	1	49.67	1
ENSMUSG00000031139	X	3	38.98	-1
ENSMUSG00000025200	19	8	44.84	-1
ENSMUSG00000106987	5	1	46.15	1
ENSMUSG00000106806	5	1	41.07	1
ENSMUSG00000107306	5	1	46.18	-1
ENSMUSG00002075624	11	1	56.00	1
ENSMUSG00000029229	5	2	39.91	-1
ENSMUSG00000020305	11	6	39.42	1
ENSMUSG00000113022	12	1	49.80	1
ENSMUSG00000113962	12	1	40.53	-1
ENSMUSG00000113562	12	1	39.75	-1
ENSMUSG00000034402	12	1	39.14	-1
ENSMUSG00000065727	8	1	41.35	1
ENSMUSG00000070023	8	1	40.25	-1
ENSMUSG00000095419	18	1	50.49	-1
ENSMUSG00000059146	7	20	43.91	-1
ENSMUSG00000057228	8	3	39.99	1
ENSMUSG00000032826	3	29	41.45	-1
ENSMUSG00000107205	5	1	39.95	-1
ENSMUSG00000107162	5	1	46.34	1
ENSMUSG00000117898	18	1	47.05	1
ENSMUSG00000118303	18	1	47.51	1
ENSMUSG00000025885	18	11	46.30	1
ENSMUSG00000042476	5	5	40.97	1
ENSMUSG00000035954	12	11	40.81	1
ENSMUSG00000117325	17	1	51.20	1
ENSMUSG00000077476	17	1	53.57	1
ENSMUSG00000117337	17	1	42.77	-1
ENSMUSG00000117197	17	1	51.38	1
ENSMUSG00000059481	17	2	45.73	1
ENSMUSG00002076376	9	1	24.75	-1
ENSMUSG00000098408	9	1	38.46	1
ENSMUSG00002076070	9	1	62.73	-1
ENSMUSG00002076846	9	1	62.73	-1
ENSMUSG00000111648	9	1	40.47	1
ENSMUSG00000111209	9	1	41.38	1
ENSMUSG00000111568	9	1	43.41	1
ENSMUSG00000110951	9	1	39.39	1
ENSMUSG00000111691	9	1	38.41	1
ENSMUSG00000110942	9	1	32.21	-1
ENSMUSG00000110734	9	1	58.24	-1
ENSMUSG00000111503	9	1	37.55	-1
ENSMUSG00000110858	9	1	36.64	1
ENSMUSG00000111458	9	1	37.25	1
ENSMUSG00000111111	9	1	34.92	-1
ENSMUSG00000111810	9	1	42.56	1
ENSMUSG00002074896	9	1	48.76	1
ENSMUSG00000111552	9	1	39.54	1
ENSMUSG00000027487	2	7	42.78	-1
ENSMUSG00000098228	9	1	44.26	1
ENSMUSG00000113004	13	1	35.67	1
ENSMUSG00000059288	13	4	43.58	1
ENSMUSG00000032580	9	24	41.75	-1
ENSMUSG00000077391	19	1	45.89	-1
ENSMUSG00000024743	19	15	53.19	1
ENSMUSG00000020838	11	4	47.48	1
ENSMUSG00002075784	4	1	44.76	1
ENSMUSG00000084851	4	1	39.13	-1
ENSMUSG00000116904	16	1	43.50	-1
ENSMUSG00000082823	16	1	44.25	-1
ENSMUSG00000084357	4	1	41.20	1
ENSMUSG00000031647	8	4	42.50	1
ENSMUSG00000083245	4	1	53.43	1
ENSMUSG00000116575	16	1	36.05	-1
ENSMUSG00000116666	16	1	47.25	-1
ENSMUSG00000038172	4	7	44.69	-1
ENSMUSG00000058704	17	10	39.87	-1
ENSMUSG00000116711	16	1	41.16	1
ENSMUSG00000116638	16	1	46.85	-1
ENSMUSG00000089385	16	1	42.99	-1
ENSMUSG00000116859	16	1	52.34	1
ENSMUSG00000116562	16	1	43.20	1
ENSMUSG00002076891	16	1	41.26	1
ENSMUSG00000116931	16	1	43.74	1
ENSMUSG00000063163	16	3	44.23	-1
ENSMUSG00000036158	15	2	45.21	-1
ENSMUSG00000106664	5	1	49.39	1
ENSMUSG00000035946	5	2	53.42	1
ENSMUSG00000116531	16	1	44.22	-1
ENSMUSG00000116794	16	1	47.94	1
ENSMUSG00000116650	16	1	40.47	1
ENSMUSG00000116758	16	1	37.73	1
ENSMUSG00000109992	8	1	42.13	1
ENSMUSG00000116742	16	1	43.44	-1
ENSMUSG00000109988	8	1	47.76	1
ENSMUSG00000119019	16	1	44.86	-1
ENSMUSG00000109797	8	1	43.54	1
ENSMUSG00000116791	16	1	35.44	1
ENSMUSG00000106900	5	1	55.02	1
ENSMUSG00000088040	8	1	47.22	-1
ENSMUSG00000116759	16	1	37.30	-1
ENSMUSG00000110261	8	1	47.90	1
ENSMUSG00000065924	16	1	48.85	1
ENSMUSG00000107258	5	1	38.39	-1
ENSMUSG00000116664	16	1	39.06	-1
ENSMUSG00000037738	8	4	42.60	-1
ENSMUSG00000116966	16	1	38.90	1
ENSMUSG00000003623	5	3	40.80	-1
ENSMUSG00000116901	16	1	40.32	1
ENSMUSG00000116769	16	2	34.46	-1
ENSMUSG00000065178	13	1	54.23	1
ENSMUSG00000027488	2	3	46.74	-1
ENSMUSG00000114373	13	1	42.03	-1
ENSMUSG00000022883	16	9	38.82	1
ENSMUSG00000114555	13	1	43.55	1
ENSMUSG00000021418	13	4	43.41	-1
ENSMUSG00000115993	15	1	50.20	-1
ENSMUSG00000097679	15	1	54.84	1
ENSMUSG00000022292	15	9	39.68	-1
ENSMUSG00000087398	11	1	53.96	-1
ENSMUSG00000020777	11	7	47.18	-1
ENSMUSG00000117262	17	1	52.09	1
ENSMUSG00000023828	17	2	45.07	-1
ENSMUSG00000031200	X	4	38.63	-1
ENSMUSG00000114910	13	1	50.18	-1
ENSMUSG00000019893	10	4	40.47	-1
ENSMUSG00000021210	13	5	37.28	1
ENSMUSG00000078183	5	1	52.31	1
ENSMUSG00000102921	5	1	70.13	1
ENSMUSG00000061186	2	7	42.41	1
ENSMUSG00002074942	5	1	65.49	-1
ENSMUSG00000084923	5	1	42.43	-1
ENSMUSG00000079659	5	4	40.68	1
ENSMUSG00000040855	X	5	40.36	-1
ENSMUSG00000096664	5	3	50.20	1
ENSMUSG00000085442	15	1	50.64	-1
ENSMUSG00000022449	15	4	42.03	-1
ENSMUSG00000024067	17	6	44.55	-1
ENSMUSG00000029267	5	16	38.40	1
ENSMUSG00000108630	7	1	31.10	-1
ENSMUSG00000040811	7	8	50.08	1
ENSMUSG00000009376	6	7	41.79	1
ENSMUSG00000031959	8	4	45.69	-1
ENSMUSG00000050423	13	3	46.26	1
ENSMUSG00000116910	16	1	44.61	-1
ENSMUSG00000064830	16	1	43.11	-1
ENSMUSG00000116746	16	1	40.81	-1
ENSMUSG00000116806	16	1	39.87	1
ENSMUSG00000117081	16	1	45.44	1
ENSMUSG00000090223	16	4	44.71	1
ENSMUSG00000046573	13	1	42.46	-1
ENSMUSG00000114251	13	1	53.48	-1
ENSMUSG00000114340	13	1	44.38	1
ENSMUSG00000114407	13	1	41.51	-1
ENSMUSG00000119168	4	1	41.12	-1
ENSMUSG00000050272	16	2	43.06	-1
ENSMUSG00000086321	4	1	44.50	-1
ENSMUSG00000054757	13	3	37.85	-1
ENSMUSG00000028483	4	9	41.15	1
ENSMUSG00000088689	18	1	53.16	-1
ENSMUSG00000089235	18	1	58.57	-1
ENSMUSG00000036880	18	2	44.50	1
ENSMUSG00000117086	17	1	49.36	-1
ENSMUSG00000117202	17	1	53.93	-1
ENSMUSG00000117150	17	1	53.07	-1
ENSMUSG00000059461	X	1	55.81	1
ENSMUSG00000040966	17	2	44.23	1
ENSMUSG00000082007	X	1	45.37	-1
ENSMUSG00000083963	X	1	45.49	1
ENSMUSG00002076833	X	1	39.53	1
ENSMUSG00002075276	X	1	44.13	1
ENSMUSG00000082571	X	1	46.73	1
ENSMUSG00002076423	X	1	61.16	1
ENSMUSG00000104536	X	1	61.34	1
ENSMUSG00000031201	X	7	36.18	1
ENSMUSG00002075900	18	1	40.50	-1
ENSMUSG00002075101	18	1	62.20	-1
ENSMUSG00000053846	18	2	47.58	-1
ENSMUSG00000069170	13	14	39.87	-1
ENSMUSG00000062328	18	2	46.14	1
ENSMUSG00000023829	17	3	48.65	-1
ENSMUSG00000037958	11	3	39.41	-1
ENSMUSG00000015733	6	7	38.04	1
ENSMUSG00000064871	18	1	39.39	1
ENSMUSG00000064647	18	1	44.62	1
ENSMUSG00000064844	18	1	41.54	1
ENSMUSG00000113435	12	1	43.03	1
ENSMUSG00000118144	18	1	43.56	-1
ENSMUSG00000113510	12	1	44.53	-1
ENSMUSG00000036299	18	4	45.06	1
