"GeneID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Gene.stable.ID.version"	"Gene.name"	"Gene.type"	"Gene.end..bp."	"Gene.description"	"Gene.start..bp."	"Transcript.stable.ID"	"Transcript.stable.ID.version"
"ENSMUSG00000129238"	129.764589004102	0.926454496100391	0.438285410497658	2.11381550448698	0.034531028197508	0.148913455314241	"ENSMUSG00000129238.1"	"1700012M20Rik"	"lncRNA"	31823530	"RIKEN cDNA 1700012M20 gene [Source:MGI Symbol;Acc:MGI:1923644]"	31809267	"ENSMUST00000292287"	"ENSMUST00000292287.1"
"ENSMUSG00000066571"	82.7295267070093	-0.948141112133893	0.44858734077044	-2.11361540097293	0.0345481293686417	0.148924455873125	"ENSMUSG00000066571.14"	"Garre1"	"protein_coding"	34012976	"granule associated Rac and RHOG effector 1 [Source:MGI Symbol;Acc:MGI:1924311]"	33936132	"ENSMUST00000108074"	"ENSMUST00000108074.8"
"ENSMUSG00000139120"	50.9942972999934	0.982360395223046	0.464819078568572	2.11342528849776	0.0345643833908777	0.148960371510125	"ENSMUSG00000139120.1"	"Gm65714"	"lncRNA"	57542079	"predicted gene, 65714 [Source:MGI Symbol;Acc:MGI:7814314]"	57540215	"ENSMUST00000351225"	"ENSMUST00000351225.1"
"ENSMUSG00000024213"	255.441586526374	-0.590183496446237	0.279296077619677	-2.11311057955458	0.0345913043788104	0.149042231034549	"ENSMUSG00000024213.15"	"Nudt3"	"protein_coding"	27842469	"nudix hydrolase 3 [Source:MGI Symbol;Acc:MGI:1928484]"	27798356	"ENSMUST00000025050"	"ENSMUST00000025050.13"
"ENSMUSG00000029275"	4.46080574597972	3.22945291390788	1.52850843703418	2.11281327316328	0.0346167531596211	0.149117711262395	"ENSMUSG00000029275.19"	"Gfi1"	"protein_coding"	107873902	"growth factor independent 1 transcription repressor [Source:MGI Symbol;Acc:MGI:103170]"	107864523	"ENSMUST00000031205"	"ENSMUST00000031205.16"
"ENSMUSG00000095571"	5.1380259622303	2.67451457032475	1.26629100217802	2.11208526770275	0.0346791363786034	0.149352222017151	"ENSMUSG00000095571.3"	"Ighv5-17"	"IG_V_gene"	113823290	"immunoglobulin heavy variable 5-17 [Source:MGI Symbol;Acc:MGI:4439533]"	113822769	"ENSMUST00000103459"	"ENSMUST00000103459.5"
"ENSMUSG00000086942"	3.59095353211855	3.87434324172228	1.83445523149515	2.1119857139084	0.0346876746607721	0.149354785126288	"ENSMUSG00000086942.3"	"Gm15489"	"lncRNA"	121758631	"predicted gene 15489 [Source:MGI Symbol;Acc:MGI:3705099]"	121738176	"ENSMUST00000132811"	"ENSMUST00000132811.2"
"ENSMUSG00000036879"	158.872938228676	-0.618907744895645	0.293096613092975	-2.11161684321244	0.0347193266979423	0.149456845215524	"ENSMUSG00000036879.17"	"Phkb"	"protein_coding"	86788005	"phosphorylase kinase beta [Source:MGI Symbol;Acc:MGI:97578]"	86567588	"ENSMUST00000159716"	"ENSMUST00000159716.8"
"ENSMUSG00000020349"	1315.68761792632	-0.729903363663931	0.34573848171621	-2.11114296574905	0.0347600253470895	0.149584703107647	"ENSMUSG00000020349.5"	"Ppp2ca"	"protein_coding"	52018605	"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:1321159]"	51989508	"ENSMUST00000020608"	"ENSMUST00000020608.3"
"ENSMUSG00000109807"	3.45725732700433	3.74036310733389	1.77177220285011	2.11108578253856	0.0347649392426962	0.149584703107647	"ENSMUSG00000109807.2"	"Gm45244"	"TEC"	46926627	"predicted gene 45244 [Source:MGI Symbol;Acc:MGI:5791080]"	46924428	"ENSMUST00000211328"	"ENSMUST00000211328.2"
"ENSMUSG00000059834"	20.0738710017243	1.66327695422778	0.787967944484939	2.1108434243667	0.0347857722695774	0.149640099744878	"ENSMUSG00000059834.13"	"Sclt1"	"protein_coding"	41696949	"sodium channel and clathrin linker 1 [Source:MGI Symbol;Acc:MGI:1914411]"	41581155	"ENSMUST00000026866"	"ENSMUST00000026866.15"
"ENSMUSG00000031174"	18.8461581815087	1.39719179876587	0.661962692268822	2.1106805792591	0.0347997763679259	0.149655938186634	"ENSMUSG00000031174.19"	"Rpgr"	"protein_coding"	10083159	"retinitis pigmentosa GTPase regulator [Source:MGI Symbol;Acc:MGI:1344037]"	9939860	"ENSMUST00000072393"	"ENSMUST00000072393.10"
"ENSMUSG00000057069"	84.8538690371312	0.877763235726198	0.415880214404177	2.11061552178853	0.0348053724240894	0.149655938186634	"ENSMUSG00000057069.8"	"Ero1b"	"protein_coding"	12626285	"endoplasmic reticulum oxidoreductase 1 beta [Source:MGI Symbol;Acc:MGI:1914725]"	12580755	"ENSMUST00000221560"	"ENSMUST00000221560.2"
"ENSMUSG00000068551"	84.1748476783189	-0.881640046716514	0.417813574568886	-2.11012781867181	0.0348473477195405	0.149767926667548	"ENSMUSG00000068551.13"	"Zfp467"	"protein_coding"	48422759	"zinc finger protein 467 [Source:MGI Symbol;Acc:MGI:1916160]"	48404631	"ENSMUST00000114566"	"ENSMUST00000114566.8"
"ENSMUSG00000120974"	13.6591043888924	-2.20396076317294	1.04443468567304	-2.11019491539836	0.0348415703215383	0.149767926667548	"ENSMUSG00000120974.1"	"Gm56587"	"lncRNA"	32006240	"predicted gene, 56587 [Source:MGI Symbol;Acc:MGI:7337088]"	32004048	"ENSMUST00000246723"	"ENSMUST00000246723.1"
"ENSMUSG00000000827"	299.265276328015	-0.566468772067372	0.268484259971317	-2.10987702641447	0.0348689495592168	0.149820395594935	"ENSMUSG00000000827.19"	"Tpd52l2"	"protein_coding"	181159759	"tumor protein D52-like 2 [Source:MGI Symbol;Acc:MGI:1913564]"	181138935	"ENSMUST00000184588"	"ENSMUST00000184588.8"
"ENSMUSG00000043487"	4.93668468781111	2.81003953852134	1.33189784552381	2.10980109920983	0.0348754917576467	0.149820395594935	"ENSMUSG00000043487.5"	"Acot6"	"protein_coding"	84158123	"acyl-CoA thioesterase 6 [Source:MGI Symbol;Acc:MGI:1921287]"	84147428	"ENSMUST00000056822"	"ENSMUST00000056822.4"
"ENSMUSG00000100680"	5.06825966672211	3.71199943741883	1.75969067164972	2.10946133728084	0.0349047798751837	0.149911963452051	"ENSMUSG00000100680.4"	"1810044D09Rik"	"lncRNA"	91419128	"RIKEN cDNA 1810044D09 gene [Source:MGI Symbol;Acc:MGI:1917048]"	91390329	"ENSMUST00000186472"	"ENSMUST00000186472.4"
"ENSMUSG00000020385"	150.620333109605	0.970082321922143	0.459952369243945	2.10909299916584	0.0349365550363051	0.149981926098913	"ENSMUSG00000020385.17"	"Clk4"	"protein_coding"	51172593	"CDC like kinase 4 [Source:MGI Symbol;Acc:MGI:1098551]"	51152557	"ENSMUST00000153414"	"ENSMUST00000153414.8"
"ENSMUSG00000050891"	187.144412802931	-1.00181507672487	0.47499927727795	-2.10908758107152	0.0349370226194352	0.149981926098913	"ENSMUSG00000050891.11"	"Tatdn1"	"protein_coding"	58805587	"TatD DNase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916944]"	58762004	"ENSMUST00000110155"	"ENSMUST00000110155.3"
"ENSMUSG00000024395"	6.87438716353867	2.47634789396006	1.17424155121042	2.10889138730223	0.0349539577995246	0.150020376284972	"ENSMUSG00000024395.10"	"Lims2"	"protein_coding"	32091672	"LIM and senescent cell antigen like domains 2 [Source:MGI Symbol;Acc:MGI:2385067]"	32055343	"ENSMUST00000233994"	"ENSMUST00000233994.2"
"ENSMUSG00000025804"	287.515300032379	-1.47837433754717	0.701171711230818	-2.10843408806677	0.0349934584589288	0.150121377915409	"ENSMUSG00000025804.6"	"Ccr1"	"protein_coding"	123768729	"C-C motif chemokine receptor 1 [Source:MGI Symbol;Acc:MGI:104618]"	123762161	"ENSMUST00000026911"	"ENSMUST00000026911.6"
"ENSMUSG00000040462"	1021.52175223647	0.51179760270815	0.242732833288722	2.10848114683927	0.0349893918511406	0.150121377915409	"ENSMUSG00000040462.14"	"Os9"	"protein_coding"	126957000	"amplified in osteosarcoma [Source:MGI Symbol;Acc:MGI:1924301]"	126931519	"ENSMUST00000080975"	"ENSMUST00000080975.6"
"ENSMUSG00000032011"	17.9783582846903	2.04959349003504	0.972403373702207	2.10776057083355	0.0350517050239033	0.150336954736417	"ENSMUSG00000032011.6"	"Thy1"	"protein_coding"	43959876	"thymus cell antigen 1, theta [Source:MGI Symbol;Acc:MGI:98747]"	43954681	"ENSMUST00000114840"	"ENSMUST00000114840.2"
"ENSMUSG00000001143"	105.096590099302	-0.761035948974698	0.361126942486521	-2.10739177679357	0.0350836338210241	0.150439581923994	"ENSMUSG00000001143.14"	"Lman2l"	"protein_coding"	36484352	"lectin, mannose-binding 2-like [Source:MGI Symbol;Acc:MGI:2443010]"	36458952	"ENSMUST00000192969"	"ENSMUST00000192969.6"
"ENSMUSG00000044390"	5.08207215377653	2.98758332888656	1.4182572099119	2.10651728615019	0.0351594431723234	0.150730280430733	"ENSMUSG00000044390.6"	"Tigd3"	"protein_coding"	5944177	"tigger transposable element derived 3 [Source:MGI Symbol;Acc:MGI:2681860]"	5941166	"ENSMUST00000055911"	"ENSMUST00000055911.6"
"ENSMUSG00000020628"	96.4991759250851	-0.769470228208485	0.365512137629488	-2.10518379279782	0.035275312493331	0.151192546344222	"ENSMUSG00000020628.17"	"Trappc12"	"protein_coding"	28800471	"trafficking protein particle complex 12 [Source:MGI Symbol;Acc:MGI:2445089]"	28740627	"ENSMUST00000168129"	"ENSMUST00000168129.10"
"ENSMUSG00000038886"	293.056881402945	-0.722145914654661	0.343073188575129	-2.10493252956875	0.0352971815967173	0.151251801632424	"ENSMUSG00000038886.11"	"Man2a2"	"protein_coding"	80021123	"mannosidase 2, alpha 2 [Source:MGI Symbol;Acc:MGI:2150656]"	79998845	"ENSMUST00000205318"	"ENSMUST00000205318.2"
"ENSMUSG00000044447"	26.7480131517297	1.29929026317705	0.617301094450469	2.10479176994445	0.0353094378951029	0.151269847514609	"ENSMUSG00000044447.6"	"Dock5"	"protein_coding"	68170891	"dedicator of cytokinesis 5 [Source:MGI Symbol;Acc:MGI:2652871]"	67989584	"ENSMUST00000039135"	"ENSMUST00000039135.6"
"ENSMUSG00000022092"	103.379563575089	0.98699806958068	0.468967487421994	2.10461939484633	0.0353244519801352	0.151299697171408	"ENSMUSG00000022092.12"	"Ppp3cc"	"protein_coding"	70526920	"protein phosphatase 3, catalytic subunit, gamma isoform [Source:MGI Symbol;Acc:MGI:107162]"	70455314	"ENSMUST00000228911"	"ENSMUST00000228911.2"
"ENSMUSG00000024487"	425.575817431837	-0.976814802579139	0.464261446501902	-2.10401878066594	0.0353768087921328	0.151457619904471	"ENSMUSG00000024487.6"	"Yipf5"	"protein_coding"	40352482	"Yip1 domain family, member 5 [Source:MGI Symbol;Acc:MGI:1914430]"	40336949	"ENSMUST00000025364"	"ENSMUST00000025364.6"
"ENSMUSG00000066677"	93.7112973681524	0.779011370666758	0.370250506310928	2.10401162831243	0.0353774326767237	0.151457619904471	"ENSMUSG00000066677.13"	"Ifi208"	"protein_coding"	173525961	"interferon activated gene 208 [Source:MGI Symbol;Acc:MGI:2442822]"	173501241	"ENSMUST00000182880"	"ENSMUST00000182880.2"
"ENSMUSG00000135976"	59.7747306839797	1.09472314299889	0.520374082249242	2.10372341809782	0.0354025804538332	0.151530780849858	"ENSMUSG00000135976.1"	"Gm67272"	"lncRNA"	84182846	"predicted gene, 67272 [Source:MGI Symbol;Acc:MGI:7817384]"	84144103	"ENSMUST00000333333"	"ENSMUST00000333333.1"
"ENSMUSG00000005505"	211.401228053382	-0.690977191720579	0.328489078579879	-2.10350126314033	0.0354219749894993	0.151553538667581	"ENSMUSG00000005505.13"	"Kbtbd4"	"protein_coding"	90741970	"kelch repeat and BTB (POZ) domain containing 4 [Source:MGI Symbol;Acc:MGI:1914386]"	90735084	"ENSMUST00000111464"	"ENSMUST00000111464.8"
"ENSMUSG00000005800"	193.539228129899	-0.800768306134914	0.380744264295553	-2.10316577615813	0.0354512808018601	0.151553538667581	"ENSMUSG00000005800.4"	"Mmp8"	"protein_coding"	7568486	"matrix metallopeptidase 8 [Source:MGI Symbol;Acc:MGI:1202395]"	7558457	"ENSMUST00000018765"	"ENSMUST00000018765.4"
"ENSMUSG00000019846"	13.4370914206558	1.69526540404692	0.806074321030142	2.10311302545951	0.0354558906180975	0.151553538667581	"ENSMUSG00000019846.12"	"Lama4"	"protein_coding"	38986184	"laminin, alpha 4 [Source:MGI Symbol;Acc:MGI:109321]"	38841511	"ENSMUST00000159506"	"ENSMUST00000159506.2"
"ENSMUSG00000054675"	22.6622416350398	-1.53202254789434	0.728440859606017	-2.10315295701967	0.0354524010029724	0.151553538667581	"ENSMUSG00000054675.6"	"Tmem119"	"protein_coding"	113938577	"transmembrane protein 119 [Source:MGI Symbol;Acc:MGI:2385228]"	113931790	"ENSMUST00000067853"	"ENSMUST00000067853.6"
"ENSMUSG00000096948"	4.07951691171011	4.15043105233878	1.97321428584312	2.10338587254114	0.0354320523776357	0.151553538667581	"ENSMUSG00000096948.5"	"Gm4221"	"lncRNA"	55276926	"predicted gene 4221 [Source:MGI Symbol;Acc:MGI:3782397]"	55123144	"ENSMUST00000237582"	"ENSMUST00000237582.4"
"ENSMUSG00000106350"	2.28143604481765	5.26321410029917	2.50258761792751	2.10310882328181	0.0354562578630372	0.151553538667581	"ENSMUSG00000106350.3"	"Kif19b"	"protein_coding"	140480826	"kinesin family member 19B [Source:MGI Symbol;Acc:MGI:3646257]"	140431400	"ENSMUST00000197549"	"ENSMUST00000197549.3"
"ENSMUSG00000027233"	5.92385883675433	2.46154912171194	1.17092399134103	2.10222793273951	0.0355333140594871	0.151729812225965	"ENSMUSG00000027233.5"	"Patl2"	"protein_coding"	122016670	"protein associated with topoisomerase II homolog 2 (yeast) [Source:MGI Symbol;Acc:MGI:1914828]"	121950589	"ENSMUST00000028665"	"ENSMUST00000028665.5"
"ENSMUSG00000034212"	43.6534407215078	1.53247701309345	0.728942615375439	2.10232874408661	0.0355244883193948	0.151729812225965	"ENSMUSG00000034212.15"	"Ankmy1"	"protein_coding"	92830628	"ankyrin repeat and MYND domain containing 1 [Source:MGI Symbol;Acc:MGI:3045261]"	92787525	"ENSMUST00000212504"	"ENSMUST00000212504.2"
"ENSMUSG00000036986"	568.40371137566	-0.922939073716048	0.439049027275154	-2.10213214556933	0.0355417016806102	0.151729812225965	"ENSMUSG00000036986.17"	"Pml"	"protein_coding"	58157069	"promyelocytic leukemia [Source:MGI Symbol;Acc:MGI:104662]"	58125359	"ENSMUST00000085673"	"ENSMUST00000085673.11"
"ENSMUSG00000068566"	737.219809312477	-0.975571607076497	0.464044090157857	-2.10232524832852	0.0355247943315383	0.151729812225965	"ENSMUSG00000068566.14"	"Myadm"	"protein_coding"	3348958	"myeloid-associated differentiation marker [Source:MGI Symbol;Acc:MGI:1355332]"	3337605	"ENSMUST00000203328"	"ENSMUST00000203328.4"
"ENSMUSG00000094930"	5.27200884568312	3.71208532932532	1.76553743394913	2.10252428407715	0.0355073746941704	0.151729812225965	"ENSMUSG00000094930.3"	"Igkv6-25"	"IG_V_gene"	70192941	"immunoglobulin kappa chain variable 6-25 [Source:MGI Symbol;Acc:MGI:4439867]"	70192384	"ENSMUST00000103383"	"ENSMUST00000103383.3"
"ENSMUSG00000123981"	6.02862621818801	3.38314214300941	1.60949340946224	2.1019919206378	0.0355539835487743	0.151729812225965	"ENSMUSG00000123981.1"	"Gm72073"	"lncRNA"	102321864	"predicted gene, 72073 [Source:MGI Symbol;Acc:MGI:7826912]"	102304969	"ENSMUST00000261224"	"ENSMUST00000261224.1"
"ENSMUSG00000136259"	2.8215175712427	4.42430584334631	2.10474199796881	2.10206564396777	0.0355475258989352	0.151729812225965	"ENSMUSG00000136259.1"	"Gm41876"	"lncRNA"	58454981	"predicted gene, 41876 [Source:MGI Symbol;Acc:MGI:5624761]"	58443955	"ENSMUST00000334967"	"ENSMUST00000334967.1"
"ENSMUSG00000027835"	463.099854211843	-1.12019392577519	0.532986877971222	-2.10172890191806	0.0355770303104974	0.15179371475568	"ENSMUSG00000027835.12"	"Pdcd10"	"protein_coding"	75464163	"programmed cell death 10 [Source:MGI Symbol;Acc:MGI:1928396]"	75423797	"ENSMUST00000161137"	"ENSMUST00000161137.8"
"ENSMUSG00000046727"	24.4562021060345	1.45821996110108	0.693870645638889	2.10157321147144	0.0355906785397496	0.151817497409916	"ENSMUSG00000046727.14"	"Cystm1"	"protein_coding"	36536150	"cysteine-rich transmembrane module containing 1 [Source:MGI Symbol;Acc:MGI:1913310]"	36475573	"ENSMUST00000139727"	"ENSMUST00000139727.3"
"ENSMUSG00000028140"	115.414587643795	-0.752691515221293	0.358324358081446	-2.10058707493787	0.0356772296161959	0.15215217701822	"ENSMUSG00000028140.14"	"Mrpl9"	"protein_coding"	94358437	"mitochondrial ribosomal protein L9 [Source:MGI Symbol;Acc:MGI:2137211]"	94350625	"ENSMUST00000199009"	"ENSMUST00000199009.2"
"ENSMUSG00000029438"	6.30411143380548	2.3932197011252	1.139422780486	2.10037901831698	0.0356955132146271	0.152195631513522	"ENSMUSG00000029438.10"	"Bcl7a"	"protein_coding"	123513055	"B cell CLL/lymphoma 7A [Source:MGI Symbol;Acc:MGI:1924295]"	123481897	"ENSMUST00000120593"	"ENSMUST00000120593.5"
"ENSMUSG00000020720"	477.679230893203	-0.767785665222715	0.365664248797392	-2.09970120882157	0.0357551331939585	0.152395363000878	"ENSMUSG00000020720.14"	"Psmd12"	"protein_coding"	107395188	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12 [Source:MGI Symbol;Acc:MGI:1914247]"	107370310	"ENSMUST00000021063"	"ENSMUST00000021063.13"
"ENSMUSG00000137014"	83.6793153277283	1.20820210398044	0.575426897839143	2.09966219604525	0.0357585673328656	0.152395363000878	"ENSMUSG00000137014.1"	"Gm70821"	"lncRNA"	180056936	"predicted gene, 70821 [Source:MGI Symbol;Acc:MGI:7824431]"	180056168	"ENSMUST00000338945"	"ENSMUST00000338945.1"
"ENSMUSG00000110185"	32.2923048176495	1.16123445138415	0.553108552440751	2.09946934694803	0.0357755472014536	0.152433177890082	"ENSMUSG00000110185.3"	"Igip"	"protein_coding"	36434570	"IgA inducing protein [Source:MGI Symbol;Acc:MGI:1924271]"	36431732	"ENSMUST00000210490"	"ENSMUST00000210490.3"
"ENSMUSG00000056342"	269.432141522134	-0.642518857620427	0.306085520899934	-2.09914815876077	0.0358038422618917	0.152519176721874	"ENSMUSG00000056342.17"	"Usp34"	"protein_coding"	23440560	"ubiquitin specific peptidase 34 [Source:MGI Symbol;Acc:MGI:109473]"	23256895	"ENSMUST00000137823"	"ENSMUST00000137823.8"
"ENSMUSG00000027890"	70.1970211963643	0.84666516700592	0.403378374710323	2.09893544147956	0.0358225920861634	0.152529936366877	"ENSMUSG00000027890.18"	"Gstm4"	"protein_coding"	107952210	"glutathione S-transferase, mu 4 [Source:MGI Symbol;Acc:MGI:95862]"	107947724	"ENSMUST00000029489"	"ENSMUST00000029489.15"
"ENSMUSG00000047842"	7.66507070381308	2.26032620513984	1.07688701885375	2.09894461124228	0.0358217836508081	0.152529936366877	"ENSMUSG00000047842.8"	"Diras2"	"protein_coding"	52685315	"DIRAS family, GTP-binding RAS-like 2 [Source:MGI Symbol;Acc:MGI:1915453]"	52658416	"ENSMUST00000057442"	"ENSMUST00000057442.8"
"ENSMUSG00000113647"	58.7342297764383	1.10066591668937	0.524446169338944	2.09872048083932	0.0358415481560596	0.152576099157435	"ENSMUSG00000113647.2"	"Gm47210"	"lncRNA"	93908702	"predicted gene, 47210 [Source:MGI Symbol;Acc:MGI:6096014]"	93907458	"ENSMUST00000221692"	"ENSMUST00000221692.2"
"ENSMUSG00000025041"	195.952097112188	-0.644447163303589	0.307104922691581	-2.09845924205779	0.0358645967280448	0.152639658731876	"ENSMUSG00000025041.18"	"Nt5c2"	"protein_coding"	47003592	"5'-nucleotidase, cytosolic II [Source:MGI Symbol;Acc:MGI:2178563]"	46871756	"ENSMUST00000235234"	"ENSMUST00000235234.2"
"ENSMUSG00000118282"	4.15039533734364	3.03566763373668	1.4471763585395	2.09764871836374	0.0359361880641943	0.152909740704016	"ENSMUSG00000118282.2"	"Gm4840"	"processed_pseudogene"	46490034	"predicted gene 4840 [Source:MGI Symbol;Acc:MGI:3647072]"	46488225	"ENSMUST00000237083"	"ENSMUST00000237083.2"
"ENSMUSG00000024770"	5.5738045916241	-4.16106630466965	1.98390691675841	-2.09741004959476	0.0359572922327722	0.152964924401089	"ENSMUSG00000024770.15"	"Lipn"	"protein_coding"	34062318	"lipase, family member N [Source:MGI Symbol;Acc:MGI:1917416]"	34044758	"ENSMUST00000025682"	"ENSMUST00000025682.12"
"ENSMUSG00000031274"	18.928673625155	-1.46641751267826	0.699341423542804	-2.09685493138604	0.0360064191663319	0.153104635817399	"ENSMUSG00000031274.17"	"Col4a5"	"protein_coding"	140472230	"collagen, type IV, alpha 5 [Source:MGI Symbol;Acc:MGI:88456]"	140258381	"ENSMUST00000112931"	"ENSMUST00000112931.8"
"ENSMUSG00000095079"	224.84969446801	1.40618944399314	0.670599441339776	2.09691412981757	0.0360011774901588	0.153104635817399	"ENSMUSG00000095079.7"	"Igha"	"IG_C_gene"	113223856	"immunoglobulin heavy constant alpha [Source:MGI Symbol;Acc:MGI:96444]"	113218450	"ENSMUST00000194738"	"ENSMUST00000194738.6"
"ENSMUSG00000067825"	12.6318406529896	-1.59420350409224	0.760374865911495	-2.09660205191185	0.0360288174976457	0.153165239748639	"ENSMUSG00000067825.12"	"Pex26"	"protein_coding"	121175796	"peroxisomal biogenesis factor 26 [Source:MGI Symbol;Acc:MGI:1921293]"	121160626	"ENSMUST00000118234"	"ENSMUST00000118234.8"
"ENSMUSG00000120947"	2.70695871036553	4.17186328757818	1.99020680680405	2.09619586935165	0.0360648192309214	0.153283633815329	"ENSMUSG00000120947.1"	"Gm56627"	"lncRNA"	23807291	"predicted gene, 56627 [Source:MGI Symbol;Acc:MGI:7337168]"	23807089	"ENSMUST00000246612"	"ENSMUST00000246612.1"
"ENSMUSG00000003352"	49.6533626663262	1.08240340434472	0.516471723937545	2.09576508098556	0.0361030353937561	0.153411384069784	"ENSMUSG00000003352.15"	"Cacnb3"	"protein_coding"	98542410	"calcium channel, voltage-dependent, beta 3 subunit [Source:MGI Symbol;Acc:MGI:103307]"	98528721	"ENSMUST00000229223"	"ENSMUST00000229223.2"
"ENSMUSG00000018548"	95.7179034006532	0.861652040522014	0.411176933578578	2.09557484906275	0.03611992226255	0.153448463240562	"ENSMUSG00000018548.16"	"Trim37"	"protein_coding"	87111509	"tripartite motif-containing 37 [Source:MGI Symbol;Acc:MGI:2153072]"	87017903	"ENSMUST00000041282"	"ENSMUST00000041282.13"
"ENSMUSG00000022760"	64.1450386824119	-0.841551269115342	0.401629113128582	-2.09534429055674	0.0361403979438297	0.153500768587718	"ENSMUSG00000022760.18"	"Thap7"	"protein_coding"	17349000	"THAP domain containing 7 [Source:MGI Symbol;Acc:MGI:1916259]"	17345846	"ENSMUST00000100125"	"ENSMUST00000100125.12"
"ENSMUSG00000042473"	57.7338209859501	-0.886801822127228	0.423278916307274	-2.09507676371829	0.0361641691487982	0.153567044377789	"ENSMUSG00000042473.9"	"Tbc1d8b"	"protein_coding"	138654154	"TBC1 domain family, member 8B [Source:MGI Symbol;Acc:MGI:1918101]"	138585745	"ENSMUST00000096313"	"ENSMUST00000096313.4"
"ENSMUSG00000029916"	26.6367335947673	-1.22414119302816	0.584393116966648	-2.09472212708833	0.0361957010733239	0.153609611930289	"ENSMUSG00000029916.12"	"Agk"	"protein_coding"	40373696	"acylglycerol kinase [Source:MGI Symbol;Acc:MGI:1917173]"	40302106	"ENSMUST00000031977"	"ENSMUST00000031977.12"
"ENSMUSG00000030798"	714.782709283704	0.824537189344037	0.393688954698582	2.09438740788479	0.0362254835684224	0.153609611930289	"ENSMUSG00000030798.16"	"Cd37"	"protein_coding"	44888539	"CD37 antigen [Source:MGI Symbol;Acc:MGI:88330]"	44883056	"ENSMUST00000098461"	"ENSMUST00000098461.10"
"ENSMUSG00000031584"	1433.28325333771	-0.579535578820263	0.276717624039918	-2.0943211724623	0.0362313795091651	0.153609611930289	"ENSMUSG00000031584.17"	"Gsr"	"protein_coding"	34188191	"glutathione reductase [Source:MGI Symbol;Acc:MGI:95804]"	34142551	"ENSMUST00000154745"	"ENSMUST00000154745.8"
"ENSMUSG00000097471"	25.7182963708579	-1.38044007000657	0.659134155163166	-2.09432337740842	0.0362311832229051	0.153609611930289	"ENSMUSG00000097471.11"	"5830432E09Rik"	"lncRNA"	135254061	"RIKEN cDNA 5830432E09 gene [Source:MGI Symbol;Acc:MGI:1915015]"	135237660	"ENSMUST00000180693"	"ENSMUST00000180693.8"
"ENSMUSG00000105008"	4.91423551803721	3.70413904499536	1.76838214157418	2.09464852528878	0.0362022481904289	0.153609611930289	"ENSMUSG00000105008.2"	"Gm43652"	"TEC"	127657507	"predicted gene 43652 [Source:MGI Symbol;Acc:MGI:5663789]"	127656833	"ENSMUST00000196219"	"ENSMUST00000196219.2"
"ENSMUSG00000109680"	2.60539744278985	-4.63578031809232	2.21339043429222	-2.09442502609112	0.0362221353510027	0.153609611930289	"ENSMUSG00000109680.3"	"Gm32098"	"lncRNA"	27188707	"predicted gene, 32098 [Source:MGI Symbol;Acc:MGI:5591257]"	27155321	"ENSMUST00000211305"	"ENSMUST00000211305.2"
"ENSMUSG00000136452"	47.1549479465424	-1.08159661594554	0.516336213154697	-2.09475258250284	0.0361929922613587	0.153609611930289	"ENSMUSG00000136452.1"	"Gm41368"	"lncRNA"	83275296	"predicted gene, 41368 [Source:MGI Symbol;Acc:MGI:5624253]"	83270087	"ENSMUST00000335803"	"ENSMUST00000335803.1"
"ENSMUSG00000026578"	21.146836126718	1.36107712858532	0.649954631858302	2.09411097616741	0.036250095532173	0.153620343516502	"ENSMUSG00000026578.7"	"Ccdc181"	"protein_coding"	164115416	"coiled-coil domain containing 181 [Source:MGI Symbol;Acc:MGI:1922145]"	164103154	"ENSMUST00000027867"	"ENSMUST00000027867.7"
"ENSMUSG00000033396"	160.913534295414	-0.656046429477445	0.313281856987353	-2.09410923373047	0.0362502507143923	0.153620343516502	"ENSMUSG00000033396.14"	"Spg11"	"protein_coding"	121948867	"SPG11, spatacsin vesicle trafficking associated [Source:MGI Symbol;Acc:MGI:2444989]"	121884001	"ENSMUST00000036450"	"ENSMUST00000036450.8"
"ENSMUSG00000024084"	223.140549612964	-1.56173283965618	0.746002374225461	-2.09346899368471	0.0363073091230428	0.153705754316531	"ENSMUSG00000024084.9"	"Qpct"	"protein_coding"	79397807	"glutaminyl-peptide cyclotransferase (glutaminyl cyclase) [Source:MGI Symbol;Acc:MGI:1917786]"	79359335	"ENSMUST00000040789"	"ENSMUST00000040789.6"
"ENSMUSG00000055424"	13.3573727962224	-1.6326978005417	0.779819966546815	-2.09368555638756	0.0362880004210112	0.153705754316531	"ENSMUSG00000055424.6"	"Gm9970"	"lncRNA"	31398576	"predicted gene 9970 [Source:MGI Symbol;Acc:MGI:3642876]"	31380294	"ENSMUST00000238448"	"ENSMUST00000238448.3"
"ENSMUSG00000079659"	331.033308605505	-1.0458670687853	0.499596270642306	-2.09342449142121	0.0363112780234022	0.153705754316531	"ENSMUSG00000079659.6"	"Tmem243"	"protein_coding"	9210986	"transmembrane protein 243, mitochondrial [Source:MGI Symbol;Acc:MGI:3606159]"	9150668	"ENSMUST00000196029"	"ENSMUST00000196029.5"
